# Movsim.org example data for fuel consumption modeling
# Source: Ostfalia Hochschule - Institute of Traffic Management http://www.ostfalia.de/cms/en/ifvm
# Wednesday,22,April,2009,12:32:39
# 03G 906 021 KH ,,"R4 1,9L EDC G000SG  8984",,
#,Group A:,'015,,,,Group B:,'006,,,,Group C:, Not Running,,,,,,,Gemessener,,,
#,,UPM,Drehmoment,Kraftstoffverbr,Drehmoment,,Drehzahl,Bin/Bits,Last,Bin/Bits,,,Zeitschritte,Zeit,Zeit,Weg,Geschwindigkeit,Beschleunigung,Verbrauch VAGCOM,,,
#,,UPM,Torque,Fuel Consumption,Torque,,number of rotations,Bin/Bits,Load,Bin/Bits,,,Timestep,Time,Time,Position,Speed,Acceleration,Consumption VAGCOM,,,,,,,,,,,,,,,,,,,,
#,TIME,,,,,TIME,,,,,TIME,,dt,t,t,s,v,a,bs,,v,v
#MARKER, STAMP, /min, Nm, l/h, Nm,STAMP, km/h,,%,,STAMP,,s,h,min,km,km/h,m/s2,l,,km/h,m/s
,78.26,1302,65.9,1.8,58.6,78.49,46,1000,13.3,0,,,0.45,0.02,1.09,0.74,45,0.00,0.04,,45.08,12.52
,78.71,1302,43.9,1.2,43.9,78.93,47,1000,11.4,0,,,0.45,0.02,1.10,0.75,46,-0.30,0.04,,46.06,12.79
,79.16,1281,43.9,1,41.5,79.38,46,1000,11.4,0,,,0.45,0.02,1.11,0.75,45,0.00,0.04,,45.08,12.52
,79.61,1281,41.5,1,41.5,79.83,46,1000,11.4,0,,,0.45,0.02,1.11,0.76,45,0.00,0.04,,45.08,12.52
,80.05,1281,43.9,1,41.5,80.28,46,1000,11.4,0,,,0.44,0.02,1.12,0.76,45,-0.30,0.04,,45.08,12.52
,80.5,1260,43.9,1,43.9,80.72,46,1000,11.4,0,,,0.45,0.02,1.13,0.77,45,-0.30,0.04,,45.08,12.52
,80.95,1260,43.9,1,43.9,81.17,45,1000,11.4,0,,,0.45,0.02,1.14,0.78,44,0.00,0.04,,44.1,12.25
,81.4,1260,41.5,1,43.9,81.62,45,1000,11.8,0,,,0.45,0.02,1.14,0.78,44,0.00,0.04,,44.1,12.25
,81.84,1260,43.9,1,46.4,82.07,45,1000,14.1,0,,,0.44,0.02,1.15,0.79,44,0.00,0.04,,44.1,12.25
,82.29,1260,61,1.6,65.9,82.52,45,1000,20,0,,,0.45,0.02,1.16,0.79,44,0.00,0.04,,44.1,12.25
,82.74,1239,78.1,2.2,78.1,82.96,45,1000,20.4,0,,,0.45,0.02,1.17,0.80,44,0.00,0.04,,44.1,12.25
,83.19,1239,80.5,2.2,78.1,83.41,45,1000,20.4,0,,,0.45,0.02,1.17,0.80,44,0.00,0.04,,44.1,12.25
,83.64,1260,78.1,2.2,78.1,83.86,45,1000,20.8,0,,,0.45,0.02,1.18,0.81,44,0.00,0.04,,44.1,12.25
,84.08,1260,80.5,2.2,78.1,84.31,45,1000,20.8,0,,,0.44,0.02,1.19,0.81,44,0.30,0.04,,44.1,12.25
,84.53,1281,78.1,2.2,75.6,84.76,45,1000,19.6,0,,,0.45,0.02,1.20,0.82,44,0.30,0.04,,44.1,12.25
,84.98,1281,70.8,2,70.8,85.2,46,1000,18,0,,,0.45,0.02,1.20,0.83,45,0.00,0.04,,45.08,12.52
,85.43,1281,65.9,1.8,65.9,85.65,46,1000,16.9,0,,,0.45,0.02,1.21,0.83,45,0.00,0.04,,45.08,12.52
,85.88,1281,61,1.6,61,86.1,46,1000,16.1,0,,,0.45,0.02,1.22,0.84,45,-0.31,0.04,,45.08,12.52
,86.32,1260,61,1.6,58.6,86.55,46,1000,15.7,0,,,0.44,0.02,1.23,0.84,45,-0.30,0.04,,45.08,12.52
,86.77,1260,58.6,1.6,58.6,87,45,1000,15.3,0,,,0.45,0.02,1.23,0.85,44,0.00,0.04,,44.1,12.25
,87.22,1260,58.6,1.6,58.6,87.44,45,1000,15.3,0,,,0.45,0.02,1.24,0.85,44,0.00,0.04,,44.1,12.25
,87.67,1260,58.6,1.4,56.1,87.89,45,1000,14.9,0,,,0.45,0.02,1.25,0.86,44,0.00,0.04,,44.1,12.25
,88.12,1260,53.7,1.4,53.7,88.34,45,1000,14.1,0,,,0.45,0.02,1.26,0.86,44,0.00,0.04,,44.1,12.25
,88.56,1260,51.2,1.2,51.2,88.79,45,1000,9,0,,,0.44,0.02,1.26,0.87,44,-0.30,0.04,,44.1,12.25
,89.01,1197,31.7,0.6,0,89.24,45,1000,0,0,,,0.45,0.02,1.27,0.87,44,-0.60,0.04,,44.1,12.25
,89.46,1218,0,0,0,89.68,44,1000,0,0,,,0.45,0.02,1.28,0.88,43,-0.60,0.04,,43.12,11.98
,89.91,1197,0,0,0,90.13,43,1000,0,0,,,0.45,0.02,1.29,0.89,42,-0.31,0.04,,42.14,11.71
,90.36,1176,0,0,0,90.58,42,1000,0,0,,,0.45,0.02,1.29,0.89,41,-0.31,0.04,,41.16,11.43
,90.8,1155,0,0,0,91.03,42,1000,0,0,,,0.44,0.02,1.30,0.90,41,-0.60,0.04,,41.16,11.43
,91.25,1134,0,0,0,91.48,41,1000,0,0,,,0.45,0.02,1.31,0.90,40,-0.60,0.04,,40.18,11.16
,91.7,1113,0,0,0,91.92,40,1000,0,0,,,0.45,0.02,1.32,0.91,39,-0.31,0.04,,39.2,10.89
,92.15,1092,0,0,0,92.37,39,1000,0,0,,,0.45,0.02,1.32,0.91,38,-0.31,0.04,,38.22,10.62
,92.59,1071,0,0,0,92.82,39,1000,0,0,,,0.44,0.02,1.33,0.91,38,-0.60,0.04,,38.22,10.62
,93.04,1050,0,0,0,93.27,38,1000,0,0,,,0.45,0.02,1.34,0.92,37,-0.60,0.04,,37.24,10.34
,93.49,1029,0,0,0,93.71,37,1000,0,0,,,0.45,0.02,1.35,0.92,36,-0.30,0.04,,36.26,10.07
,93.94,1008,0,0,0,94.16,36,1000,0,0,,,0.45,0.02,1.35,0.93,35,-0.31,0.04,,35.28,9.80
,94.39,987,0,0,0,94.61,36,1000,0,0,,,0.45,0.02,1.36,0.93,35,-0.61,0.04,,35.28,9.80
,94.83,966,0,0,0,95.06,35,1000,0,0,,,0.44,0.02,1.37,0.94,34,-0.30,0.04,,34.3,9.53
,95.28,966,0,0,0,95.51,34,1000,0,0,,,0.45,0.02,1.38,0.94,33,-0.30,0.04,,33.32,9.26
,95.73,861,9.8,0,0,95.95,34,1100,0,0,,,0.45,0.02,1.38,0.95,33,-0.30,0.04,,33.32,9.26
,96.18,777,39,0.6,0,96.4,33,1100,0,0,,,0.45,0.02,1.39,0.95,32,-0.31,0.04,,32.34,8.98
,96.63,819,36.6,0.6,0,96.85,33,1100,0,0,,,0.45,0.02,1.40,0.95,32,-0.61,0.04,,32.34,8.98
,97.07,1197,0,0,0,97.3,32,1100,0,0,,,0.44,0.02,1.41,0.96,31,-0.60,0.04,,31.36,8.71
,97.52,1218,0,0,0,97.75,31,1100,0,0,,,0.45,0.02,1.41,0.96,30,-0.60,0.04,,30.38,8.44
,97.97,1176,0,0,0,98.19,30,1111,0,0,,,0.45,0.02,1.42,0.96,29,-0.60,0.04,,29.4,8.17
,98.42,1134,0,0,0,98.64,29,1111,0,0,,,0.45,0.02,1.43,0.97,28,-0.92,0.04,,28.42,7.89
,98.87,1071,0,0,0,99.09,28,1111,0,0,,,0.45,0.02,1.44,0.97,27,-1.22,0.04,,27.44,7.62
,99.31,1008,0,0,0,99.54,26,1111,0,0,,,0.44,0.02,1.44,0.97,25,-0.91,0.04,,25.48,7.08
,99.76,777,39,0.6,0,99.99,24,1111,0,0,,,0.45,0.02,1.45,0.98,24,-0.91,0.04,,23.52,6.53
,100.21,798,41.5,0.6,0,100.43,23,1111,0,0,,,0.45,0.02,1.46,0.98,23,-1.21,0.04,,22.54,6.26
,100.66,819,39,0.6,0,100.88,21,1111,0,0,,,0.45,0.02,1.47,0.98,21,-1.53,0.04,,20.58,5.72
,101.11,819,41.5,0.6,0,101.33,19,1111,0,0,,,0.45,0.02,1.47,0.99,19,-1.50,0.04,,18.62,5.17
,101.55,819,41.5,0.6,0,101.79,16,1111,0,0,,,0.44,0.02,1.48,0.99,16,-1.18,0.04,,15.68,4.36
,102.02,819,41.5,0.6,0,102.24,14,1111,0,0,,,0.47,0.02,1.49,0.99,14,-1.22,0.04,,13.72,3.81
,102.47,819,41.5,0.6,0,102.69,12,1111,0,0,,,0.45,0.02,1.50,0.99,12,-1.22,0.04,,11.76,3.27
,102.91,819,41.5,0.6,0,103.14,10,1111,0,0,,,0.44,0.03,1.50,0.99,10,-0.91,0.04,,9.8,2.72
,103.36,819,41.5,0.6,0,103.59,8,1111,0,0,,,0.45,0.03,1.51,0.99,8,-0.30,0.04,,7.84,2.18
,103.81,819,41.5,0.6,0,104.03,7,1100,4.3,0,,,0.45,0.03,1.52,0.99,7,0.31,0.04,,6.86,1.91
,104.26,1029,58.6,1.2,56.1,104.48,7,1100,11,0,,,0.45,0.03,1.53,0.99,7,0.61,0.04,,6.86,1.91
,104.7,1008,75.6,1.6,61,104.93,8,1100,15.7,0,,,0.44,0.03,1.53,1.00,8,0.91,0.04,,7.84,2.18
,105.15,1113,95.2,2.2,104.9,105.38,9,1100,29.8,0,,,0.45,0.03,1.54,1.00,9,1.51,0.05,,8.82,2.45
,105.6,1344,112.2,3.4,112.2,105.82,11,1000,34.9,0,,,0.45,0.03,1.55,1.00,11,1.21,0.05,,10.78,2.99
,106.05,1596,104.9,4,90.3,106.27,14,1100,0,0,,,0.45,0.03,1.56,1.00,14,0.31,0.05,,13.72,3.81
,106.5,1407,7.3,0.2,0,106.72,15,1100,0,0,,,0.45,0.03,1.56,1.00,15,0.61,0.05,,14.7,4.08
,106.94,987,126.9,3.2,168.4,107.17,15,1100,42.7,0,,,0.44,0.03,1.57,1.00,15,1.51,0.05,,14.7,4.08
,107.39,1092,168.4,4.6,195.2,107.62,17,1000,48.2,0,,,0.45,0.03,1.58,1.01,17,1.81,0.05,,16.66,4.63
,107.84,1260,200.1,5.8,202.5,108.06,20,1000,54.1,0,,,0.45,0.03,1.59,1.01,20,1.81,0.05,,19.6,5.44
,108.29,1449,214.7,7.4,217.2,108.51,23,1000,52.9,0,,,0.45,0.03,1.59,1.01,23,1.84,0.05,,22.54,6.26
,108.74,1617,197.6,7.6,187.9,108.96,26,1000,52.5,0,,,0.45,0.03,1.60,1.01,25,1.84,0.05,,25.48,7.08
,109.18,1785,180.6,7.6,173.2,109.41,29,1000,55.7,0,,,0.44,0.03,1.61,1.02,28,1.21,0.05,,28.42,7.89
,109.63,1932,173.2,8,165.9,109.86,32,1000,36.1,0,,,0.45,0.03,1.62,1.02,31,0.30,0.05,,31.36,8.71
,110.08,1932,9.8,0.2,0,110.3,33,1100,0,0,,,0.45,0.03,1.62,1.03,32,0.60,0.05,,32.34,8.98
,110.53,1449,17.1,0.2,7.3,110.75,33,1100,49.4,0,,,0.45,0.03,1.63,1.03,32,1.22,0.05,,32.34,8.98
,110.98,1365,205,6.6,241.6,111.2,35,1000,61.6,0,,,0.45,0.03,1.64,1.03,34,1.22,0.05,,34.3,9.53
,111.42,1449,236.7,8.2,256.2,111.65,37,1000,63.5,0,,,0.44,0.03,1.65,1.04,36,1.51,0.05,,36.26,10.07
,111.87,1554,244,8.8,241.6,112.1,39,1000,61.6,0,,,0.45,0.03,1.65,1.04,38,1.51,0.05,,38.22,10.62
,112.32,1659,231.8,8.8,229.4,112.54,42,1000,63.5,0,,,0.45,0.03,1.66,1.05,41,1.51,0.06,,41.16,11.43
,112.77,1764,222,9,222,112.99,44,1000,63.5,0,,,0.45,0.03,1.67,1.05,43,1.22,0.06,,43.12,11.98
,113.22,1848,190.3,8.6,178.1,113.44,47,1000,0,0,,,0.45,0.03,1.68,1.06,46,0.31,0.06,,46.06,12.79
,113.66,1701,9.8,0.2,0,113.89,48,1100,3.1,0,,,0.44,0.03,1.68,1.07,47,0.30,0.06,,47.04,13.07
,114.11,1365,122,3.4,153.7,114.34,48,1000,46.3,0,,,0.45,0.03,1.69,1.07,47,0.60,0.06,,47.04,13.07
,114.56,1365,178.1,5.8,185.4,114.78,49,1000,44.3,0,,,0.45,0.03,1.70,1.08,48,0.60,0.06,,48.02,13.34
,115.01,1407,158.6,5.4,158.6,115.23,50,1000,41.2,0,,,0.45,0.03,1.70,1.08,49,0.31,0.06,,49,13.61
,115.46,1428,131.8,4.2,126.9,115.68,51,1000,32.9,0,,,0.45,0.03,1.71,1.09,50,0.31,0.06,,49.98,13.88
,115.9,1449,104.9,3.4,102.5,116.13,51,1000,30.2,0,,,0.44,0.03,1.72,1.10,50,0.30,0.06,,49.98,13.88
,116.35,1449,97.6,3.2,97.6,116.57,52,1000,20,0,,,0.45,0.03,1.73,1.10,51,0.00,0.06,,50.96,14.16
,116.8,1449,58.6,1.8,56.1,117.02,52,1000,0,0,,,0.45,0.03,1.73,1.11,51,0.00,0.06,,50.96,14.16
,117.25,1344,12.2,0.2,0,117.47,52,1100,0,0,,,0.45,0.03,1.74,1.11,51,-0.31,0.06,,50.96,14.16
,117.69,903,24.4,0.4,0,117.92,52,1100,0,0,,,0.44,0.03,1.75,1.12,51,-0.30,0.06,,50.96,14.16
,118.14,924,7.3,0.4,0,118.37,51,1100,0,0,,,0.45,0.03,1.76,1.13,50,-0.30,0.06,,49.98,13.88
,118.59,1071,0,0,0,118.81,51,1000,5.1,0,,,0.45,0.03,1.76,1.13,50,-0.30,0.06,,49.98,13.88
,119.04,1071,26.8,0.6,31.7,119.26,50,1000,10.2,0,,,0.45,0.03,1.77,1.14,49,0.00,0.06,,49,13.61
,119.49,1092,63.4,1.4,68.3,119.71,50,1000,19.6,0,,,0.45,0.03,1.78,1.15,49,0.00,0.06,,49,13.61
,119.93,1071,90.3,2,90.3,120.16,50,1000,17.6,0,,,0.44,0.03,1.79,1.15,49,0.00,0.06,,49,13.61
,120.38,1050,75.6,1.8,75.6,120.61,50,1000,13.7,0,,,0.45,0.03,1.79,1.16,49,0.00,0.06,,49,13.61
,120.83,1050,61,1.4,58.6,121.05,50,1000,10.6,0,,,0.45,0.03,1.80,1.16,49,-0.30,0.06,,49,13.61
,121.28,1071,56.1,1.2,56.1,121.5,50,1000,10.6,0,,,0.45,0.03,1.81,1.17,49,-0.31,0.06,,49,13.61
,121.73,1050,56.1,1.2,56.1,121.95,49,1000,10.6,0,,,0.45,0.03,1.82,1.18,48,0.00,0.06,,48.02,13.34
,122.17,1050,56.1,1.2,56.1,122.4,49,1000,10.6,0,,,0.44,0.03,1.82,1.18,48,0.00,0.06,,48.02,13.34
,122.62,1050,56.1,1.2,56.1,122.85,49,1000,10.6,0,,,0.45,0.03,1.83,1.19,48,0.00,0.06,,48.02,13.34
,123.07,1050,56.1,1.2,56.1,123.29,49,1000,10.6,0,,,0.45,0.03,1.84,1.19,48,-0.30,0.06,,48.02,13.34
,123.52,1050,56.1,1.2,56.1,123.74,49,1000,0,0,,,0.45,0.03,1.85,1.20,48,-0.31,0.06,,48.02,13.34
,123.97,1008,24.4,0.4,0,124.19,48,1000,0,0,,,0.45,0.03,1.85,1.21,47,-0.31,0.06,,47.04,13.07
,124.41,1008,0,0,0,124.64,48,1000,0,0,,,0.44,0.03,1.86,1.21,47,-0.60,0.06,,47.04,13.07
,124.86,1008,0,0,0,125.09,47,1000,0,0,,,0.45,0.03,1.87,1.22,46,-0.30,0.06,,46.06,12.79
,125.31,987,0,0,0,125.53,46,1000,0,0,,,0.45,0.03,1.88,1.22,45,-0.30,0.06,,45.08,12.52
,125.76,966,0,0,0,125.98,46,1000,0,0,,,0.45,0.03,1.88,1.23,45,-0.61,0.06,,45.08,12.52
,126.21,945,0,0,0,126.43,45,1000,0,0,,,0.45,0.03,1.89,1.23,44,-0.31,0.06,,44.1,12.25
,126.65,945,0,0,0,126.88,44,1000,0,0,,,0.44,0.03,1.90,1.24,43,-0.30,0.06,,43.12,11.98
,127.1,924,0,0,0,127.33,44,1111,0,0,,,0.45,0.03,1.91,1.24,43,-0.91,0.06,,43.12,11.98
,127.55,735,46.4,0.4,0,127.77,43,1111,0,0,,,0.45,0.03,1.91,1.25,42,-0.90,0.06,,42.14,11.71
,128,798,39,0.6,0,128.22,41,1111,0,0,,,0.45,0.03,1.92,1.25,40,-0.60,0.06,,40.18,11.16
,128.46,819,39,0.6,0,128.68,40,1111,0,0,,,0.46,0.03,1.93,1.26,39,-0.60,0.06,,39.2,10.89
,128.91,819,41.5,0.6,0,129.13,39,1111,0,0,,,0.45,0.03,1.94,1.26,38,-0.61,0.06,,38.22,10.62
,129.36,1071,0,0,0,129.58,38,1111,0,0,,,0.45,0.03,1.94,1.27,37,-0.61,0.06,,37.24,10.34
,129.8,1008,0,0,0,130.03,37,1111,0,0,,,0.44,0.03,1.95,1.27,36,-0.91,0.06,,36.26,10.07
,130.25,987,0,0,0,130.48,36,1111,0,0,,,0.45,0.03,1.96,1.28,35,-0.91,0.06,,35.28,9.80
,130.7,945,0,0,0,130.92,34,1111,0,0,,,0.45,0.03,1.97,1.28,33,-0.60,0.06,,33.32,9.26
,131.15,924,0,0,0,131.37,33,1111,0,0,,,0.45,0.03,1.97,1.29,32,-0.90,0.06,,32.34,8.98
,131.6,777,39,0.6,0,131.84,32,1111,0,0,,,0.45,0.03,1.98,1.29,31,-1.18,0.06,,31.36,8.71
,132.06,798,41.5,0.6,0,132.28,30,1111,0,0,,,0.46,0.03,1.99,1.29,29,-1.20,0.06,,29.4,8.17
,132.52,819,41.5,0.6,0,132.75,28,1111,0,0,,,0.46,0.03,2.00,1.30,27,-1.18,0.06,,27.44,7.62
,132.97,819,41.5,0.6,0,133.21,26,1111,0,0,,,0.45,0.03,2.00,1.30,25,-0.88,0.06,,25.48,7.08
,133.44,819,41.5,0.6,0,133.66,24,1111,0,0,,,0.47,0.03,2.01,1.30,24,-0.60,0.06,,23.52,6.53
,133.9,819,41.5,0.6,0,134.12,23,1111,0,0,,,0.46,0.03,2.02,1.31,23,-0.60,0.06,,22.54,6.26
,134.35,819,41.5,0.6,0,134.57,22,1111,0,0,,,0.45,0.03,2.03,1.31,22,-0.60,0.06,,21.56,5.99
,134.8,819,41.5,0.6,0,135.02,21,1111,0,0,,,0.45,0.03,2.03,1.31,21,-0.90,0.06,,20.58,5.72
,135.26,840,41.5,0.6,0,135.48,20,1111,0,0,,,0.46,0.03,2.04,1.31,20,-0.91,0.06,,19.6,5.44
,135.71,819,41.5,0.6,0,135.93,18,1111,0,0,,,0.45,0.03,2.05,1.32,18,-0.30,0.06,,17.64,4.90
,136.16,819,41.5,0.6,0,136.38,17,1110,0,0,,,0.45,0.03,2.06,1.32,17,-0.30,0.06,,16.66,4.63
,136.62,840,39,0.6,0,136.84,17,1100,0,0,,,0.46,0.03,2.07,1.32,17,-0.30,0.06,,16.66,4.63
,137.07,840,39,0.6,0,137.29,16,1100,0,0,,,0.45,0.03,2.07,1.32,16,-0.61,0.06,,15.68,4.36
,137.52,840,34.2,0.6,0,137.74,16,1111,0,0,,,0.45,0.03,2.08,1.32,16,-0.92,0.06,,15.68,4.36
,137.96,819,39,0.6,0,138.19,14,1111,0,0,,,0.44,0.03,2.09,1.33,14,-0.30,0.06,,13.72,3.81
,138.41,819,41.5,0.6,0,138.64,13,1100,0,0,,,0.45,0.03,2.09,1.33,13,0.00,0.06,,12.74,3.54
,138.86,819,41.5,0.6,0,139.08,13,1100,0,0,,,0.45,0.04,2.10,1.33,13,0.00,0.06,,12.74,3.54
,139.31,840,85.4,1.6,65.9,139.53,13,1100,15.3,0,,,0.45,0.04,2.11,1.33,13,0.61,0.07,,12.74,3.54
,139.76,1008,114.7,2.6,104.9,139.98,13,1100,20.8,0,,,0.45,0.04,2.12,1.33,13,0.92,0.07,,12.74,3.54
,140.2,987,122,2.8,104.9,140.43,15,1100,20.8,0,,,0.44,0.04,2.12,1.33,15,0.60,0.07,,14.7,4.08
,140.65,1008,100,2.4,85.4,140.87,16,1100,14.9,0,,,0.45,0.04,2.13,1.34,16,0.60,0.07,,15.68,4.36
,141.1,1071,83,1.8,85.4,141.32,17,1100,22.7,0,,,0.45,0.04,2.14,1.34,17,0.92,0.07,,16.66,4.63
,141.55,1155,107.4,2.8,109.8,141.77,18,1000,28.6,0,,,0.45,0.04,2.15,1.34,18,1.22,0.07,,17.64,4.90
,141.99,1218,117.1,3.2,126.9,142.22,20,1000,42.7,0,,,0.44,0.04,2.15,1.34,20,1.21,0.07,,19.6,5.44
,142.44,1344,156.2,4.8,165.9,142.67,22,1000,43.1,0,,,0.45,0.04,2.16,1.35,22,1.21,0.07,,21.56,5.99
,142.89,1449,146.4,5,139.1,143.11,24,1000,40.8,0,,,0.45,0.04,2.17,1.35,24,0.91,0.07,,23.52,6.53
,143.34,1575,129.3,4.6,124.4,143.56,26,1000,38,0,,,0.45,0.04,2.18,1.35,25,0.92,0.07,,25.48,7.08
,143.79,1680,114.7,4.4,112.2,144.01,27,1000,39.2,0,,,0.45,0.04,2.18,1.36,26,0.92,0.07,,26.46,7.35
,144.23,1764,117.1,4.8,117.1,144.46,29,1000,33.7,0,,,0.44,0.04,2.19,1.36,28,0.60,0.07,,28.42,7.89
,144.68,1827,92.7,4,92.7,144.91,30,1000,38.8,0,,,0.45,0.04,2.20,1.36,29,0.91,0.07,,29.4,8.17
,145.13,1911,117.1,5,124.4,145.35,31,1000,47.5,0,,,0.45,0.04,2.21,1.37,30,0.60,0.07,,30.38,8.44
,145.58,1974,117.1,5.6,104.9,145.8,33,1100,0,0,,,0.45,0.04,2.21,1.37,32,0.00,0.07,,32.34,8.98
,146.03,1659,4.9,0.2,0,146.25,33,1100,0,0,,,0.45,0.04,2.22,1.37,32,0.31,0.07,,32.34,8.98
,146.47,1407,68.3,2.2,124.4,146.7,33,1100,40.8,0,,,0.44,0.04,2.23,1.38,32,0.60,0.07,,32.34,8.98
,146.92,1344,146.4,4.6,151.3,147.15,34,1000,37.6,0,,,0.45,0.04,2.24,1.38,33,0.60,0.07,,33.32,9.26
,147.37,1386,131.8,4.2,126.9,147.59,35,1000,30.6,0,,,0.45,0.04,2.24,1.39,34,0.91,0.07,,34.3,9.53
,147.82,1428,104.9,3.4,102.5,148.04,36,1000,30.6,0,,,0.45,0.04,2.25,1.39,35,0.92,0.07,,35.28,9.80
,148.27,1491,97.6,3.2,97.6,148.49,38,1000,27.8,0,,,0.45,0.04,2.26,1.40,37,0.61,0.07,,37.24,10.34
,148.71,1533,85.4,3,85.4,148.94,39,1000,27.1,0,,,0.44,0.04,2.27,1.40,38,0.60,0.07,,38.22,10.62
,149.16,1554,87.8,3,87.8,149.39,40,1000,35.3,0,,,0.45,0.04,2.27,1.41,39,0.60,0.07,,39.2,10.89
,149.61,1596,117.1,4.2,117.1,149.83,41,1000,37.6,0,,,0.45,0.04,2.28,1.41,40,0.60,0.08,,40.18,11.16
,150.07,1638,114.7,4.4,114.7,150.3,42,1000,36.5,0,,,0.46,0.04,2.29,1.42,41,0.60,0.08,,41.16,11.43
,150.52,1680,109.8,4.2,107.4,150.75,43,1000,35.7,0,,,0.45,0.04,2.30,1.42,42,0.60,0.08,,42.14,11.71
,150.97,1722,102.5,4.2,102.5,151.19,44,1000,35.3,0,,,0.45,0.04,2.30,1.43,43,0.30,0.08,,43.12,11.98
,151.42,1743,95.2,3.8,90.3,151.64,45,1100,0,0,,,0.45,0.04,2.31,1.43,44,0.00,0.08,,44.1,12.25
,151.87,1554,4.9,0.2,0,152.09,45,1100,0,0,,,0.45,0.04,2.32,1.44,44,0.31,0.08,,44.1,12.25
,152.31,1302,53.7,1.4,85.4,152.54,45,1100,29.8,0,,,0.44,0.04,2.33,1.44,44,0.30,0.08,,44.1,12.25
,152.76,1281,107.4,3.2,109.8,152.98,46,1000,28.2,0,,,0.45,0.04,2.33,1.45,45,0.30,0.08,,45.08,12.52
,153.21,1302,100,3,97.6,153.43,46,1000,25.1,0,,,0.45,0.04,2.34,1.45,45,0.61,0.08,,45.08,12.52
,153.66,1323,85.4,2.6,80.5,153.88,47,1000,20.8,0,,,0.45,0.04,2.35,1.46,46,0.31,0.08,,46.06,12.79
,154.1,1323,73.2,2.2,70.8,154.33,48,1000,0,0,,,0.44,0.04,2.36,1.47,47,0.00,0.08,,47.04,13.07
,154.55,1323,26.8,0.6,0,154.78,48,1000,0,0,,,0.45,0.04,2.36,1.47,47,-0.30,0.08,,47.04,13.07
,155,1323,17.1,0.2,22,155.22,48,1000,9.8,0,,,0.45,0.04,2.37,1.48,47,-0.30,0.08,,47.04,13.07
,155.45,1344,39,1,41.5,155.67,47,1000,6.3,0,,,0.45,0.04,2.38,1.48,46,0.00,0.08,,46.06,12.79
,155.9,1281,12.2,0.4,2.4,156.12,47,1000,4.3,0,,,0.45,0.04,2.39,1.49,46,0.00,0.08,,46.06,12.79
,156.34,1323,29.3,0.6,34.2,156.57,47,1000,12.5,0,,,0.44,0.04,2.39,1.49,46,0.00,0.08,,46.06,12.79
,156.79,1302,46.4,1.2,48.8,157.02,47,1000,22.7,0,,,0.45,0.04,2.40,1.50,46,0.30,0.08,,46.06,12.79
,157.24,1323,97.6,2.8,104.9,157.46,47,1000,38,0,,,0.45,0.04,2.41,1.51,46,0.60,0.08,,46.06,12.79
,157.69,1344,146.4,4.6,148.8,157.91,48,1000,41.2,0,,,0.45,0.04,2.42,1.51,47,0.61,0.08,,47.04,13.07
,158.14,1386,144,4.6,141.5,158.36,49,1000,38.8,0,,,0.45,0.04,2.42,1.52,48,0.61,0.08,,48.02,13.34
,158.58,1407,131.8,4.4,131.8,158.81,50,1000,38,0,,,0.44,0.04,2.43,1.52,49,0.60,0.08,,49,13.61
,159.03,1428,129.3,4.2,129.3,159.26,51,1000,36.5,0,,,0.45,0.04,2.44,1.53,50,0.60,0.08,,49.98,13.88
,159.48,1470,112.2,3.8,109.8,159.7,52,1000,29.4,0,,,0.45,0.04,2.45,1.54,51,0.30,0.08,,50.96,14.16
,159.93,1470,85.4,2.8,70.8,160.15,53,1000,0,0,,,0.45,0.04,2.45,1.54,52,0.00,0.08,,51.94,14.43
,160.38,1428,22,0.6,0,160.6,53,1000,1.2,0,,,0.45,0.04,2.46,1.55,52,-0.31,0.08,,51.94,14.43
,160.82,1470,17.1,0.4,19.5,161.05,53,1000,9.4,0,,,0.44,0.04,2.47,1.56,52,-0.30,0.08,,51.94,14.43
,161.27,1470,29.3,0.8,29.3,161.5,52,1000,11.4,0,,,0.45,0.04,2.48,1.56,51,0.00,0.08,,50.96,14.16
,161.72,1470,31.7,1,31.7,161.94,52,1000,11.4,0,,,0.45,0.04,2.48,1.57,51,0.00,0.08,,50.96,14.16
,162.17,1449,34.2,1,34.2,162.39,52,1000,12.2,0,,,0.45,0.04,2.49,1.57,51,0.00,0.08,,50.96,14.16
,162.62,1449,36.6,1,36.6,162.84,52,1000,12.2,0,,,0.45,0.04,2.50,1.58,51,0.00,0.08,,50.96,14.16
,163.06,1449,36.6,1,36.6,163.29,52,1000,12.9,0,,,0.44,0.04,2.51,1.59,51,0.00,0.08,,50.96,14.16
,163.51,1449,39,1.2,39,163.74,52,1000,14.9,0,,,0.45,0.04,2.51,1.59,51,0.00,0.08,,50.96,14.16
,163.96,1470,43.9,1.2,43.9,164.18,52,1000,14.5,0,,,0.45,0.04,2.52,1.60,51,0.00,0.08,,50.96,14.16
,164.41,1449,43.9,1.2,39,164.63,52,1000,12.5,0,,,0.45,0.04,2.53,1.61,51,0.00,0.08,,50.96,14.16
,164.85,1449,36.6,1,36.6,165.08,52,1000,12.5,0,,,0.44,0.04,2.54,1.61,51,0.00,0.08,,50.96,14.16
,165.3,1449,39,1,36.6,165.53,52,1000,12.2,0,,,0.45,0.04,2.54,1.62,51,0.00,0.08,,50.96,14.16
