# Movsim.org example data for fuel consumption modeling
# Source: Ostfalia Hochschule - Institute of Traffic Management http://www.ostfalia.de/cms/en/ifvm
# Wednesday,22,April,2009,12:32:39
# 03G 906 021 KH ,,"R4 1,9L EDC G000SG  8984",,
#,Group A:,'015,,,,Group B:,'006,,,,Group C:, Not Running,,,,,,,Gemessener,,,
#,,UPM,Drehmoment,Kraftstoffverbr,Drehmoment,,Drehzahl,Bin/Bits,Last,Bin/Bits,,,Zeitschritte,Zeit,Zeit,Weg,Geschwindigkeit,Beschleunigung,Verbrauch VAGCOM,,,
#,,UPM,Torque,Fuel Consumption,Torque,,number of rotations,Bin/Bits,Load,Bin/Bits,,,Timestep,Time,Time,Position,Speed,Acceleration,Consumption VAGCOM,,,,,,,,,,,,,,,,,,,,
#,TIME,,,,,TIME,,,,,TIME,,dt,t,t,s,v,a,bs,,v,v
#MARKER, STAMP, /min, Nm, l/h, Nm,STAMP, km/h,,%,,STAMP,,s,h,min,km,km/h,m/s2,l,,km/h,m/s
,1002.73,1386,2.4,0,0,1002.96,43,1100,0,0,,,0.45,0.28,16.50,8.64,42,-0.30,0.41,,42.14,11.71
,1003.18,903,31.7,0.8,58.6,1003.4,42,1100,32.9,0,,,0.45,0.28,16.51,8.65,41,0.30,0.41,,41.16,11.43
,1003.63,1176,168.4,4.8,175.7,1003.85,42,1000,45.1,0,,,0.45,0.28,16.52,8.65,41,0.60,0.41,,41.16,11.43
,1004.09,1197,180.6,5.4,180.6,1004.31,43,1000,42,0,,,0.46,0.28,16.52,8.66,42,0.60,0.41,,42.14,11.71
,1004.54,1239,158.6,4.6,151.3,1004.76,44,1000,37.6,0,,,0.45,0.28,16.53,8.66,43,0.31,0.41,,43.12,11.98
,1004.99,1260,134.2,4,124.4,1005.21,45,1000,27.5,0,,,0.45,0.28,16.54,8.67,44,0.31,0.41,,44.1,12.25
,1005.43,1260,100,2.8,100,1005.66,45,1000,26.7,0,,,0.44,0.28,16.55,8.67,44,0.30,0.41,,44.1,12.25
,1005.88,1281,97.6,2.8,97.6,1006.11,46,1000,25.1,0,,,0.45,0.28,16.55,8.68,45,0.00,0.41,,45.08,12.52
,1006.33,1281,92.7,2.6,90.3,1006.55,46,1000,24.7,0,,,0.45,0.28,16.56,8.68,45,0.30,0.41,,45.08,12.52
,1006.79,1302,90.3,2.6,90.3,1007.02,46,1000,22.4,0,,,0.46,0.28,16.57,8.69,45,0.30,0.41,,45.08,12.52
,1007.24,1302,80.5,2.2,80.5,1007.48,47,1000,15.7,0,,,0.45,0.28,16.58,8.70,46,-0.29,0.41,,46.06,12.79
,1007.71,1302,34.2,0.8,0,1007.93,47,1000,0,0,,,0.47,0.28,16.58,8.70,46,-0.30,0.41,,46.06,12.79
,1008.17,1281,0,0,0,1008.39,46,1000,0,0,,,0.46,0.28,16.59,8.71,45,-0.30,0.41,,45.08,12.52
,1008.62,1260,7.3,0,12.2,1008.86,46,1000,11,0,,,0.45,0.28,16.60,8.71,45,-0.30,0.41,,45.08,12.52
,1009.08,1281,46.4,1.2,46.4,1009.31,45,1000,12.9,0,,,0.46,0.28,16.61,8.72,44,0.00,0.41,,44.1,12.25
,1009.53,1260,46.4,1.2,46.4,1009.75,45,1000,0,0,,,0.45,0.28,16.61,8.72,44,-0.30,0.41,,44.1,12.25
,1009.98,1239,9.8,0.2,0,1010.22,45,1000,0,0,,,0.45,0.28,16.62,8.73,44,-0.30,0.41,,44.1,12.25
,1010.44,1218,0,0,0,1010.67,44,1000,0,0,,,0.46,0.28,16.63,8.73,43,-0.30,0.41,,43.12,11.98
,1010.89,1239,17.1,0.2,22,1011.11,44,1000,10.2,0,,,0.45,0.28,16.64,8.74,43,-0.30,0.41,,43.12,11.98
,1011.34,1218,43.9,1,46.4,1011.56,43,1000,14.5,0,,,0.45,0.28,16.64,8.75,42,0.00,0.41,,42.14,11.71
,1011.79,1197,70.8,1.8,73.2,1012.01,43,1000,20.4,0,,,0.45,0.28,16.65,8.75,42,0.30,0.41,,42.14,11.71
,1012.25,1218,85.4,2.2,85.4,1012.47,43,1000,22,0,,,0.46,0.28,16.66,8.76,42,0.30,0.41,,42.14,11.71
,1012.7,1218,85.4,2.2,85.4,1012.92,44,1000,22,0,,,0.45,0.28,16.67,8.76,43,0.31,0.41,,43.12,11.98
,1013.15,1260,80.5,2.2,80.5,1013.37,44,1000,18,0,,,0.45,0.28,16.67,8.77,43,0.31,0.41,,43.12,11.98
,1013.59,1260,61,1.6,61,1013.82,45,1000,15.3,0,,,0.44,0.28,16.68,8.77,44,0.00,0.42,,44.1,12.25
,1014.04,1260,56.1,1.4,53.7,1014.27,45,1000,4.3,0,,,0.45,0.28,16.69,8.78,44,0.00,0.42,,44.1,12.25
,1014.49,1218,22,0.6,0,1014.71,45,1000,0,0,,,0.45,0.28,16.70,8.78,44,0.00,0.42,,44.1,12.25
,1014.94,1239,0,0,0,1015.16,45,1000,5.1,0,,,0.45,0.28,16.70,8.79,44,-0.30,0.42,,44.1,12.25
,1015.39,1239,26.8,0.6,29.3,1015.63,45,1000,10.2,0,,,0.45,0.28,16.71,8.79,44,-0.30,0.42,,44.1,12.25
,1015.85,1239,39,0.8,39,1016.07,44,1000,10.2,0,,,0.46,0.28,16.72,8.80,43,0.00,0.42,,43.12,11.98
,1016.3,1239,39,1,39,1016.52,44,1000,10.2,0,,,0.45,0.28,16.73,8.81,43,0.00,0.42,,43.12,11.98
,1016.74,1239,39,1,39,1016.97,44,1000,9,0,,,0.44,0.28,16.73,8.81,43,0.00,0.42,,43.12,11.98
,1017.19,1239,26.8,0.6,24.4,1017.42,44,1000,0,0,,,0.45,0.28,16.74,8.82,43,0.00,0.42,,43.12,11.98
,1017.64,1218,0,0,0,1017.86,44,1000,0,0,,,0.45,0.28,16.75,8.82,43,0.00,0.42,,43.12,11.98
,1018.09,1218,0,0,0,1018.31,44,1000,0,0,,,0.45,0.28,16.76,8.83,43,-0.31,0.42,,43.12,11.98
,1018.54,1218,0,0,0,1018.76,44,1000,0,0,,,0.45,0.28,16.76,8.83,43,-0.31,0.42,,43.12,11.98
,1018.98,1197,0,0,0,1019.21,43,1000,0,0,,,0.44,0.28,16.77,8.84,42,-0.30,0.42,,42.14,11.71
,1019.43,1176,0,0,0,1019.66,43,1000,0,0,,,0.45,0.28,16.78,8.84,42,-0.30,0.42,,42.14,11.71
,1019.88,1176,0,0,0,1020.1,42,1000,0,0,,,0.45,0.28,16.79,8.85,41,0.00,0.42,,41.16,11.43
,1020.33,1176,0,0,0,1020.55,42,1000,0,0,,,0.45,0.28,16.79,8.85,41,-0.31,0.42,,41.16,11.43
,1020.78,1155,0,0,0,1021,42,1000,0,0,,,0.45,0.28,16.80,8.86,41,-0.31,0.42,,41.16,11.43
,1021.22,1155,0,0,0,1021.45,41,1000,0,0,,,0.44,0.28,16.81,8.86,40,0.00,0.42,,40.18,11.16
,1021.67,1134,0,0,0,1021.9,41,1000,0,0,,,0.45,0.28,16.82,8.87,40,-0.30,0.42,,40.18,11.16
,1022.12,1134,0,0,0,1022.34,41,1000,0,0,,,0.45,0.28,16.82,8.87,40,-0.30,0.42,,40.18,11.16
,1022.57,1113,0,0,0,1022.79,40,1011,0,0,,,0.45,0.28,16.83,8.88,39,-0.31,0.42,,39.2,10.89
,1023.02,1050,0,0,0,1023.24,40,1111,0,0,,,0.45,0.28,16.84,8.88,39,-0.61,0.42,,39.2,10.89
,1023.46,777,41.5,0.6,0,1023.69,39,1111,0,0,,,0.44,0.28,16.85,8.89,38,-0.91,0.42,,38.22,10.62
,1023.91,798,39,0.6,0,1024.14,38,1111,0,0,,,0.45,0.28,16.85,8.89,37,-0.91,0.42,,37.24,10.34
,1024.36,924,7.3,0.2,0,1024.58,36,1111,0,0,,,0.45,0.28,16.86,8.90,35,-0.91,0.42,,35.28,9.80
,1024.81,1302,0,0,0,1025.03,35,1111,0,0,,,0.45,0.28,16.87,8.90,34,-1.22,0.42,,34.3,9.53
,1025.26,1260,0,0,0,1025.48,33,1111,0,0,,,0.45,0.28,16.88,8.90,32,-0.92,0.42,,32.34,8.98
,1025.7,1218,0,0,0,1025.93,31,1011,0,0,,,0.44,0.28,16.88,8.91,30,-0.60,0.42,,30.38,8.44
,1026.15,1155,0,0,0,1026.38,30,1011,0,0,,,0.45,0.28,16.89,8.91,29,-0.91,0.42,,29.4,8.17
,1026.6,1092,4.9,0,0,1026.82,29,1011,0,0,,,0.45,0.28,16.90,8.92,28,-0.91,0.42,,28.42,7.89
,1027.05,1050,7.3,0,0,1027.27,27,1111,0,0,,,0.45,0.28,16.91,8.92,26,-0.92,0.42,,26.46,7.35
,1027.5,756,41.5,0.6,0,1027.72,26,1111,0,0,,,0.45,0.28,16.91,8.92,25,-1.22,0.42,,25.48,7.08
,1027.94,798,39,0.6,0,1028.17,24,1111,0,0,,,0.44,0.28,16.92,8.92,24,-0.91,0.42,,23.52,6.53
,1028.39,819,41.5,0.6,0,1028.61,22,1111,0,0,,,0.45,0.28,16.93,8.93,22,-0.91,0.42,,21.56,5.99
,1028.84,819,39,0.6,0,1029.06,21,1111,0,0,,,0.45,0.28,16.94,8.93,21,-0.92,0.42,,20.58,5.72
,1029.29,819,41.5,0.6,0,1029.51,19,1111,0,0,,,0.45,0.28,16.94,8.93,19,-0.61,0.42,,18.62,5.17
,1029.73,819,41.5,0.6,0,1029.96,18,1111,0,0,,,0.44,0.28,16.95,8.93,18,-0.91,0.42,,17.64,4.90
,1030.18,819,41.5,0.6,0,1030.41,17,1111,0,0,,,0.45,0.28,16.96,8.94,17,-0.91,0.42,,16.66,4.63
,1030.63,819,41.5,0.6,0,1030.85,15,1111,0,0,,,0.45,0.28,16.97,8.94,15,-0.60,0.42,,14.7,4.08
,1031.08,819,41.5,0.6,0,1031.3,14,1111,0,0,,,0.45,0.28,16.97,8.94,14,-0.31,0.42,,13.72,3.81
,1031.53,819,41.5,0.6,0,1031.75,13,1111,0,0,,,0.45,0.28,16.98,8.94,13,-0.31,0.42,,12.74,3.54
,1031.97,819,41.5,0.6,0,1032.2,13,1111,0,0,,,0.44,0.28,16.99,8.94,13,-0.60,0.42,,12.74,3.54
,1032.42,819,41.5,0.6,0,1032.65,12,1111,0,0,,,0.45,0.28,16.99,8.94,12,-0.30,0.42,,11.76,3.27
,1032.87,819,41.5,0.6,0,1033.09,11,1111,0,0,,,0.45,0.28,17.00,8.95,11,0.00,0.42,,10.78,2.99
,1033.32,819,41.5,0.6,0,1033.54,11,1100,0,0,,,0.45,0.28,17.01,8.95,11,0.00,0.42,,10.78,2.99
,1033.77,819,41.5,0.6,0,1033.99,11,1100,0,0,,,0.45,0.28,17.02,8.95,11,0.31,0.42,,10.78,2.99
,1034.21,798,46.4,0.6,0,1034.44,11,1100,0,0,,,0.44,0.28,17.02,8.95,11,0.60,0.42,,10.78,2.99
,1034.66,756,80.5,1.4,0,1034.89,12,1100,0,0,,,0.45,0.28,17.03,8.95,12,0.60,0.42,,11.76,3.27
,1035.11,798,78.1,1.4,0,1035.33,13,1100,0,0,,,0.45,0.28,17.04,8.95,13,0.60,0.42,,12.74,3.54
,1035.56,840,68.3,1.2,0,1035.78,14,1100,3.5,0,,,0.45,0.28,17.05,8.96,14,0.61,0.42,,13.72,3.81
,1036.01,903,90.3,1.8,36.6,1036.23,15,1000,9,0,,,0.45,0.28,17.05,8.96,15,0.92,0.42,,14.7,4.08
,1036.45,1008,104.9,2.4,70.8,1036.68,16,1000,21.2,0,,,0.44,0.28,17.06,8.96,16,0.91,0.42,,15.68,4.36
,1036.9,1092,112.2,2.8,95.2,1037.13,18,1000,19.6,0,,,0.45,0.28,17.07,8.96,18,0.91,0.42,,17.64,4.90
,1037.35,1176,83,2.2,78.1,1037.57,19,1000,19.6,0,,,0.45,0.28,17.08,8.96,19,0.91,0.42,,18.62,5.17
,1037.8,1260,80.5,2.2,83,1038.02,21,1000,24.3,0,,,0.45,0.28,17.08,8.97,21,0.61,0.42,,20.58,5.72
,1038.25,1344,87.8,2.6,87.8,1038.47,22,1000,23.5,0,,,0.45,0.28,17.09,8.97,22,0.61,0.42,,21.56,5.99
,1038.69,1407,80.5,2.6,75.6,1038.92,23,1000,18.8,0,,,0.44,0.28,17.10,8.97,23,0.60,0.42,,22.54,6.26
,1039.14,1470,53.7,1.8,43.9,1039.37,24,1000,13.7,0,,,0.45,0.29,17.11,8.97,24,0.30,0.42,,23.52,6.53
,1039.59,1491,39,1.2,36.6,1039.81,25,1000,10.2,0,,,0.45,0.29,17.11,8.98,25,0.00,0.42,,24.5,6.81
,1040.04,1449,29.3,0.8,26.8,1040.26,25,1000,8.2,0,,,0.45,0.29,17.12,8.98,25,-0.31,0.42,,24.5,6.81
,1040.48,1491,17.1,0.4,17.1,1040.71,25,1000,7.8,0,,,0.44,0.29,17.13,8.98,25,-0.30,0.42,,24.5,6.81
,1040.93,1449,19.5,0.6,19.5,1041.16,24,1000,8.6,0,,,0.45,0.29,17.14,8.99,24,0.00,0.42,,23.52,6.53
,1041.38,1449,26.8,0.8,29.3,1041.6,24,1100,0,0,,,0.45,0.29,17.14,8.99,24,0.00,0.42,,23.52,6.53
,1041.83,1155,2.4,0,0,1042.05,24,1100,0,0,,,0.45,0.29,17.15,8.99,24,0.31,0.42,,23.52,6.53
,1042.28,882,53.7,1,39,1042.5,24,1100,16.9,0,,,0.45,0.29,17.16,9.00,24,0.61,0.42,,23.52,6.53
,1042.72,987,129.3,3.2,109.8,1042.95,25,1100,21.6,0,,,0.44,0.29,17.17,9.00,25,0.60,0.42,,24.5,6.81
,1043.17,1029,124.4,3.2,104.9,1043.4,26,1000,22,0,,,0.45,0.29,17.17,9.00,25,0.60,0.42,,25.48,7.08
,1043.62,1071,109.8,2.6,102.5,1043.84,27,1000,23.5,0,,,0.45,0.29,17.18,9.00,26,0.60,0.42,,26.46,7.35
,1044.07,1134,100,2.4,97.6,1044.29,28,1000,21.6,0,,,0.45,0.29,17.19,9.01,27,0.61,0.42,,27.44,7.62
,1044.52,1155,90.3,2.2,87.8,1044.74,29,1000,21.2,0,,,0.45,0.29,17.20,9.01,28,0.61,0.42,,28.42,7.89
,1044.96,1197,85.4,2.2,85.4,1045.19,30,1000,21.2,0,,,0.44,0.29,17.20,9.02,29,0.60,0.42,,29.4,8.17
,1045.41,1218,83,2.2,83,1045.64,31,1000,20.4,0,,,0.45,0.29,17.21,9.02,30,0.60,0.42,,30.38,8.44
,1045.86,1260,75.6,2,73.2,1046.08,32,1000,17.6,0,,,0.45,0.29,17.22,9.02,31,0.30,0.42,,31.36,8.71
,1046.31,1281,61,1.6,51.2,1046.53,33,1000,11.8,0,,,0.45,0.29,17.23,9.03,32,0.00,0.42,,32.34,8.98
,1046.76,1302,41.5,1,36.6,1046.98,33,1000,9,0,,,0.45,0.29,17.23,9.03,32,0.00,0.42,,32.34,8.98
,1047.2,1281,31.7,0.8,26.8,1047.43,33,1000,3.5,0,,,0.44,0.29,17.24,9.04,32,-0.30,0.42,,32.34,8.98
,1047.65,1281,4.9,0,0,1047.88,33,1000,0,0,,,0.45,0.29,17.25,9.04,32,-0.30,0.42,,32.34,8.98
,1048.1,1281,0,0,0,1048.32,32,1000,0,0,,,0.45,0.29,17.26,9.04,31,-0.30,0.42,,31.36,8.71
,1048.55,1239,0,0,0,1048.77,32,1111,0,0,,,0.45,0.29,17.26,9.05,31,-0.61,0.42,,31.36,8.71
,1049,924,24.4,0.2,0,1049.22,31,1111,0,0,,,0.45,0.29,17.27,9.05,30,-0.92,0.42,,30.38,8.44
,1049.44,861,39,0.6,0,1049.67,30,1111,0,0,,,0.44,0.29,17.28,9.05,29,-1.21,0.42,,29.4,8.17
,1049.89,840,39,0.6,0,1050.12,28,1111,0,0,,,0.45,0.29,17.29,9.06,27,-1.21,0.42,,27.44,7.62
,1050.34,1113,0,0,0,1050.56,26,1111,0,0,,,0.45,0.29,17.29,9.06,25,-1.21,0.42,,25.48,7.08
,1050.79,1386,0,0,0,1051.01,24,1111,0,0,,,0.45,0.29,17.30,9.06,24,-1.22,0.42,,23.52,6.53
,1051.24,1281,0,0,0,1051.46,22,1111,0,0,,,0.45,0.29,17.31,9.07,22,-1.22,0.42,,21.56,5.99
,1051.68,1155,0,0,0,1051.91,20,1111,0,0,,,0.44,0.29,17.32,9.07,20,-0.60,0.42,,19.6,5.44
,1052.13,1050,2.4,0,12.2,1052.35,18,1100,7.5,0,,,0.45,0.29,17.32,9.07,18,0.00,0.42,,17.64,4.90
,1052.58,1113,58.6,1.2,63.4,1052.8,18,1100,22.7,0,,,0.45,0.29,17.33,9.07,18,0.61,0.42,,17.64,4.90
,1053.03,1113,102.5,2.6,104.9,1053.25,18,1000,32.2,0,,,0.45,0.29,17.34,9.08,18,0.92,0.42,,17.64,4.90
,1053.47,1197,122,3.4,124.4,1053.7,20,1000,32.9,0,,,0.44,0.29,17.35,9.08,20,0.91,0.42,,19.6,5.44
,1053.92,1323,122,3.8,124.4,1054.15,21,1000,35.7,0,,,0.45,0.29,17.35,9.08,21,1.21,0.43,,20.58,5.72
,1054.37,1449,122,4,124.4,1054.59,23,1000,38,0,,,0.45,0.29,17.36,9.08,23,1.21,0.43,,22.54,6.26
,1054.82,1554,124.4,4.4,122,1055.04,25,1000,38,0,,,0.45,0.29,17.37,9.09,25,1.22,0.43,,24.5,6.81
,1055.27,1659,114.7,4.4,109.8,1055.49,27,1000,35.7,0,,,0.45,0.29,17.38,9.09,26,0.92,0.43,,26.46,7.35
,1055.71,1764,102.5,4.2,100,1055.94,29,1000,29,0,,,0.44,0.29,17.38,9.09,28,0.30,0.43,,28.42,7.89
,1056.16,1806,0,0,0,1056.39,30,1100,0,0,,,0.45,0.29,17.39,9.10,29,0.30,0.43,,29.4,8.17
,1056.61,1344,7.3,0.2,0,1056.83,30,1100,31.4,0,,,0.45,0.29,17.40,9.10,29,0.91,0.43,,29.4,8.17
,1057.06,1239,165.9,4.8,185.4,1057.28,31,1000,47.8,0,,,0.45,0.29,17.41,9.10,30,1.22,0.43,,30.38,8.44
,1057.51,1302,192.8,6,192.8,1057.73,33,1000,48.2,0,,,0.45,0.29,17.41,9.11,32,1.22,0.43,,32.34,8.98
,1057.95,1407,192.8,6.4,195.2,1058.18,35,1000,49.4,0,,,0.44,0.29,17.42,9.11,34,1.21,0.43,,34.3,9.53
,1058.4,1491,183,6.4,175.7,1058.63,37,1000,46.3,0,,,0.45,0.29,17.43,9.12,36,0.91,0.43,,36.26,10.07
,1058.85,1575,148.8,5.4,129.3,1059.07,39,1000,0,0,,,0.45,0.29,17.44,9.12,38,0.30,0.43,,38.22,10.62
,1059.3,1428,7.3,0.2,0,1059.52,40,1100,0,0,,,0.45,0.29,17.44,9.13,39,0.00,0.43,,39.2,10.89
,1059.75,987,12.2,0,31.7,1059.97,40,1100,17.3,0,,,0.45,0.29,17.45,9.13,39,0.31,0.43,,39.2,10.89
,1060.19,1134,87.8,2.2,90.3,1060.42,40,1000,22,0,,,0.44,0.29,17.46,9.14,39,0.30,0.43,,39.2,10.89
,1060.64,1134,92.7,2.4,90.3,1060.87,41,1000,22,0,,,0.45,0.29,17.47,9.14,40,0.30,0.43,,40.18,11.16
,1061.09,1155,90.3,2.2,87.8,1061.31,41,1000,21.2,0,,,0.45,0.29,17.47,9.15,40,0.30,0.43,,40.18,11.16
,1061.54,1176,87.8,2.2,85.4,1061.76,42,1000,21.2,0,,,0.45,0.29,17.48,9.15,41,0.00,0.43,,41.16,11.43
,1061.99,1176,87.8,2.2,85.4,1062.21,42,1000,20.4,0,,,0.45,0.29,17.49,9.16,41,0.31,0.43,,41.16,11.43
,1062.43,1197,83,2.2,83,1062.66,42,1000,20.4,0,,,0.44,0.29,17.50,9.16,41,0.30,0.43,,41.16,11.43
,1062.88,1197,83,2.2,83,1063.11,43,1000,21.2,0,,,0.45,0.29,17.50,9.17,42,0.30,0.43,,42.14,11.71
,1063.33,1197,85.4,2.2,83,1063.55,43,1000,20.4,0,,,0.45,0.29,17.51,9.17,42,0.31,0.43,,42.14,11.71
,1063.78,1218,78.1,2,80.5,1064,44,1000,22.4,0,,,0.45,0.29,17.52,9.18,43,0.00,0.43,,43.12,11.98
,1064.22,1218,87.8,2.4,90.3,1064.45,44,1000,23.9,0,,,0.44,0.29,17.52,9.18,43,0.30,0.43,,43.12,11.98
,1064.67,1239,90.3,2.4,90.3,1064.9,44,1000,24.3,0,,,0.45,0.29,17.53,9.19,43,0.30,0.43,,43.12,11.98
,1065.12,1239,92.7,2.6,92.7,1065.34,45,1000,23.9,0,,,0.45,0.29,17.54,9.19,44,0.30,0.43,,44.1,12.25
,1065.57,1260,90.3,2.6,87.8,1065.79,45,1000,23.5,0,,,0.45,0.29,17.55,9.20,44,0.31,0.43,,44.1,12.25
,1066.02,1260,87.8,2.4,85.4,1066.24,46,1000,22.4,0,,,0.45,0.29,17.55,9.21,45,0.00,0.43,,45.08,12.52
,1066.46,1281,83,2.4,80.5,1066.69,46,1000,21.6,0,,,0.44,0.29,17.56,9.21,45,0.30,0.44,,45.08,12.52
,1066.91,1302,80.5,2.2,78.1,1067.14,46,1000,21.6,0,,,0.45,0.29,17.57,9.22,45,0.30,0.44,,45.08,12.52
,1067.36,1302,78.1,2.2,78.1,1067.58,47,1000,21.6,0,,,0.45,0.29,17.58,9.22,46,0.00,0.44,,46.06,12.79
,1067.81,1323,75.6,2.2,75.6,1068.03,47,1000,20.8,0,,,0.45,0.29,17.58,9.23,46,0.31,0.44,,46.06,12.79
,1068.26,1323,70.8,2,68.3,1068.48,47,1000,16.9,0,,,0.45,0.29,17.59,9.23,46,0.31,0.44,,46.06,12.79
,1068.7,1323,61,1.8,61,1068.93,48,1000,16.9,0,,,0.44,0.29,17.60,9.24,47,0.00,0.44,,47.04,13.07
,1069.15,1344,56.1,1.6,53.7,1069.38,48,1000,13.3,0,,,0.45,0.29,17.61,9.25,47,0.00,0.44,,47.04,13.07
,1069.6,1344,46.4,1.2,46.4,1069.82,48,1000,12.9,0,,,0.45,0.29,17.61,9.25,47,0.00,0.44,,47.04,13.07
,1070.05,1323,43.9,1.2,41.5,1070.27,48,1000,11.4,0,,,0.45,0.29,17.62,9.26,47,0.00,0.44,,47.04,13.07
,1070.5,1323,41.5,1,39,1070.72,48,1000,14.5,0,,,0.45,0.29,17.63,9.26,47,0.00,0.44,,47.04,13.07
,1070.94,1323,53.7,1.4,58.6,1071.17,48,1000,16.9,0,,,0.44,0.29,17.64,9.27,47,0.00,0.44,,47.04,13.07
,1071.39,1323,58.6,1.6,61,1071.62,48,1000,16.9,0,,,0.45,0.29,17.64,9.27,47,0.00,0.44,,47.04,13.07
,1071.84,1323,61,1.6,58.6,1072.06,48,1000,16.1,0,,,0.45,0.29,17.65,9.28,47,0.00,0.44,,47.04,13.07
,1072.29,1344,58.6,1.6,56.1,1072.51,48,1000,15.7,0,,,0.45,0.29,17.66,9.29,47,0.00,0.44,,47.04,13.07
,1072.74,1323,56.1,1.6,56.1,1072.96,48,1000,15.7,0,,,0.45,0.29,17.67,9.29,47,0.00,0.44,,47.04,13.07
,1073.18,1323,56.1,1.6,56.1,1073.41,48,1000,16.5,0,,,0.44,0.29,17.67,9.30,47,0.00,0.44,,47.04,13.07
,1073.63,1344,61,1.6,63.4,1073.86,48,1000,18.4,0,,,0.45,0.29,17.68,9.30,47,0.00,0.44,,47.04,13.07
,1074.08,1344,63.4,1.8,63.4,1074.3,48,1000,18.4,0,,,0.45,0.29,17.69,9.31,47,0.00,0.44,,47.04,13.07
,1074.53,1344,63.4,1.8,63.4,1074.75,48,1000,17.6,0,,,0.45,0.29,17.70,9.32,47,0.00,0.44,,47.04,13.07
,1074.98,1344,63.4,1.8,63.4,1075.2,48,1000,16.9,0,,,0.45,0.30,17.70,9.32,47,0.00,0.44,,47.04,13.07
,1075.42,1344,58.6,1.6,58.6,1075.65,48,1000,16.9,0,,,0.44,0.30,17.71,9.33,47,0.00,0.44,,47.04,13.07
,1075.89,1344,58.6,1.6,58.6,1076.11,48,1000,16.9,0,,,0.47,0.30,17.72,9.33,47,0.00,0.44,,47.04,13.07
,1076.33,1344,58.6,1.6,58.6,1076.56,48,1000,16.5,0,,,0.44,0.30,17.73,9.34,47,0.00,0.44,,47.04,13.07
,1076.78,1344,56.1,1.6,56.1,1077.01,48,1000,15.3,0,,,0.45,0.30,17.73,9.34,47,0.00,0.44,,47.04,13.07
,1077.23,1344,53.7,1.4,51.2,1077.45,48,1000,14.5,0,,,0.45,0.30,17.74,9.35,47,0.00,0.44,,47.04,13.07
,1077.68,1344,51.2,1.4,48.8,1077.9,48,1000,12.5,0,,,0.45,0.30,17.75,9.36,47,0.00,0.44,,47.04,13.07
,1078.13,1344,41.5,1,36.6,1078.35,48,1000,10.6,0,,,0.45,0.30,17.76,9.36,47,-0.30,0.44,,47.04,13.07
,1078.59,1323,39,1,36.6,1078.81,48,1000,10.6,0,,,0.46,0.30,17.76,9.37,47,-0.30,0.44,,47.04,13.07
,1079.04,1323,36.6,1,36.6,1079.28,47,1000,10.6,0,,,0.45,0.30,17.77,9.37,46,0.00,0.44,,46.06,12.79
,1079.5,1323,36.6,1,36.6,1079.73,47,1000,10.6,0,,,0.46,0.30,17.78,9.38,46,-0.30,0.44,,46.06,12.79
,1079.97,1302,39,1,36.6,1080.19,47,1000,10.6,0,,,0.47,0.30,17.79,9.39,46,-0.30,0.44,,46.06,12.79
,1080.41,1281,39,1,39,1080.65,46,1000,10.6,0,,,0.44,0.30,17.79,9.39,45,0.00,0.44,,45.08,12.52
,1080.88,1281,39,1,39,1081.1,46,1000,11,0,,,0.47,0.30,17.80,9.40,45,-0.30,0.44,,45.08,12.52
,1081.34,1281,39,1,41.5,1081.57,46,1000,11.4,0,,,0.46,0.30,17.81,9.40,45,-0.30,0.44,,45.08,12.52
,1081.79,1260,43.9,1,43.9,1082.01,45,1000,12.5,0,,,0.45,0.30,17.82,9.41,44,0.00,0.44,,44.1,12.25
,1082.24,1260,51.2,1.2,53.7,1082.46,45,1000,14.5,0,,,0.45,0.30,17.83,9.41,44,0.00,0.44,,44.1,12.25
,1082.69,1239,53.7,1.4,53.7,1082.91,45,1000,13.7,0,,,0.45,0.30,17.83,9.42,44,-0.31,0.44,,44.1,12.25
,1083.13,1239,51.2,1.4,53.7,1083.36,45,1000,13.7,0,,,0.44,0.30,17.84,9.43,44,-0.30,0.44,,44.1,12.25
,1083.58,1239,53.7,1.4,56.1,1083.81,44,1000,15.3,0,,,0.45,0.30,17.85,9.43,43,0.00,0.44,,43.12,11.98
,1084.03,1239,61,1.6,65.9,1084.25,44,1000,16.9,0,,,0.45,0.30,17.86,9.44,43,0.00,0.44,,43.12,11.98
,1084.48,1239,65.9,1.8,65.9,1084.7,44,1000,19.6,0,,,0.45,0.30,17.86,9.44,43,0.00,0.44,,43.12,11.98
,1084.93,1239,73.2,2,78.1,1085.15,44,1000,20,0,,,0.45,0.30,17.87,9.45,43,0.00,0.44,,43.12,11.98
,1085.37,1239,78.1,2.2,80.5,1085.6,44,1000,21.2,0,,,0.44,0.30,17.88,9.45,43,0.00,0.44,,43.12,11.98
,1085.82,1239,83,2.2,85.4,1086.05,44,1000,20.8,0,,,0.45,0.30,17.88,9.46,43,0.30,0.44,,43.12,11.98
,1086.27,1239,80.5,2.2,78.1,1086.49,44,1000,20.4,0,,,0.45,0.30,17.89,9.46,43,0.30,0.44,,43.12,11.98
,1086.72,1239,78.1,2.2,78.1,1086.94,45,1000,21.6,0,,,0.45,0.30,17.90,9.47,44,0.00,0.44,,44.1,12.25
,1087.17,1239,80.5,2.2,80.5,1087.39,45,1000,20.4,0,,,0.45,0.30,17.91,9.47,44,0.00,0.44,,44.1,12.25
